Gene Name,MeanLN_INS,P-valueLN_INSvsCON,FC,logP
CAMSAP1,0.737507279,0.15,-0.4392708064402606,0.8239087409443188
CAND1,0.799988593,0.15,-0.32194866606193656,0.8239087409443188
CAND2,1.033445726,0.38,0.04746262399635942,0.42021640338318983
CANX,0.996879862,0.08,-0.0045084447677008,1.0969100130080565
CAP1,1.289686914,0.75,0.3670208777095682,0.12493873660829995
CAPN1,0.913382568,0.53,-0.13070883889119322,0.27572413039921095
CAPN2,1.039296053,0.45,0.055606677683383426,0.3467874862246563
CAPNS1,0.885665527,0.26,-0.17516612933892342,0.585026652029182
CAPRIN1,0.757274832,0.01,-0.4011111132950734,2.0
CAPZA1,0.878362249,0.09,-0.18711204458666222,1.0457574905606752
CAPZA2,0.892924278,0.14,-0.16339025815879712,0.8538719643217619
CAPZB,0.943254328,0.33,-0.08428128021793341,0.4814860601221125
CASKIN2,1.052264942,0.76,0.07349799587164979,0.11918640771920865
CASQ2,0.982642649,0.33,-0.025261238084695093,0.4814860601221125
CAV1,0.784493176,0.02,-0.3501671970805766,1.6989700043360187
CC2D1A,0.643657831,0.02,-0.6356341405651272,1.6989700043360187
CCAR2,0.763965855,0.29,-0.3884199355831398,0.5376020021010439
CCDC132,0.677768031,0.01,-0.5611365055801735,2.0
CCDC141,1.343104411,0.63,0.4255714621568352,0.2006594505464183
CCDC186,1.027652444,0.23,0.03935242202332386,0.638272163982407
"CCDC55,NSRP1",0.620482874,0.25,-0.688536703929386,0.6020599913279624
CCDC6,0.825716562,0.01,-0.27628145219132205,2.0
CCDC8,0.719001837,0.07,-0.4759326382319624,1.154901959985743
CCDC88A,0.765261721,0.67,-0.3859748581745266,0.17392519729917355
CCDC9,0.621287181,0.19,-0.6866678073847328,0.721246399047171
CCT2,0.941907617,0.48,-0.08634252871371345,0.3187587626244128
CCT3,0.968523912,0.4,-0.046140426752736205,0.3979400086720376
CCT4,0.892531335,0.33,-0.16402527470300793,0.4814860601221125
CCT5,0.983025104,0.92,-0.02469983503172876,0.036212172654444715
CCT6A,0.911370948,0.33,-0.13388971274442274,0.4814860601221125
CCT7,0.975888257,0.97,-0.03521213183408708,0.01322826573375516
CCT8,0.885284011,0.12,-0.17578772948949162,0.9208187539523752
CD59,0.826573472,0.5,-0.274785032201022,0.3010299956639812
CD63,0.90236963,0.35,-0.14820958143444649,0.4559319556497244
CD81,0.99455824,0.74,-0.007872239063125338,0.13076828026902382
CD82,1.062432311,0.8,0.08737092812524812,0.09691001300805639
CDC42,0.897409339,0.44,-0.15616189721266224,0.3565473235138126
CDC42BPB,0.798994898,0.06,-0.3237418040665249,1.2218487496163564
CDC42EP1,0.91532872,0.45,-0.12763814652153346,0.3467874862246563
CDC42EP4,0.591186843,0.31,-0.7583139325580188,0.5086383061657274
CDC5L,0.557756173,0.1,-0.8422935192154278,1.0
CDC73,1.237616266,0.35,0.3075640633760907,0.4559319556497244
CDK18,0.951910315,0.19,-0.07110243963119517,0.721246399047171
CDKN1A,0.71218114,0.05,-0.48968386416918036,1.3010299956639813
CDKN2AIP,0.729353659,0.03,-0.45530955692811637,1.5228787452803376
CDV3,0.739137313,0.06,-0.43608568940368336,1.2218487496163564
CEP350,0.70200987,0.14,-0.5104367804544597,0.8538719643217619
CFL1,1.089661009,0.87,0.12387938573657767,0.060480747381381476
CHORDC1,0.911791375,0.31,-0.1332243326506641,0.5086383061657274
CINP,0.810000218,0.41,-0.3040057986092647,0.38721614328026455
CIRBP,0.773428852,0.01,-0.37065951114814333,2.0
CKAP5,0.743996254,0.02,-0.42663273746430896,1.6989700043360187
CKM,1.236286356,0.58,0.3060129475564225,0.23657200643706275
CKMT2,0.421935502,0.3,-1.2449056126761628,0.5228787452803376
CLASP2,0.940817251,0.2,-0.08801358094610569,0.6989700043360187
CLIC1,0.77798635,0.21,-0.36218325196389634,0.6777807052660807
CLIC4,0.853761787,0.7,-0.22809450355894054,0.1549019599857432
CLIP1,0.893136596,0.26,-0.163047257389234,0.585026652029182
CLIP2,0.845358692,0.25,-0.24236447731728503,0.6020599913279624
CLTC,0.844621769,0.65,-0.24362266372776212,0.18708664335714442
CMAS,0.641795644,0.02,-0.6398140971045455,1.6989700043360187
CNN2,1.200716211,0.79,0.26389521069181937,0.10237290870955855
CNN3,0.830840897,0.08,-0.26735586227856234,1.0969100130080565
CNOT1,1.049170117,0.71,0.06924862172252036,0.14874165128092473
CNOT10,0.861198561,0.29,-0.21558218601841891,0.5376020021010439
CNOT2,1.436202966,0.21,0.5222596470370007,0.6777807052660807
CNOT3,0.883627273,0.3,-0.1784901469788842,0.5228787452803376
CNOT7,0.804280725,0.47,-0.31422894935788703,0.3279021420642826
CNP,0.771313281,0.05,-0.37461114247009636,1.3010299956639813
COLGALT1,1.339712418,0.57,0.4219233457185412,0.24412514432750865
COMMD4,0.917956529,0.22,-0.12350226029085287,0.6575773191777937
COMMD9,0.841172717,0.02,-0.24952603712285468,1.6989700043360187
COPA,0.663118693,0.03,-0.5926609704371797,1.5228787452803376
COPB1,1.072512186,0.82,0.10099403987576827,0.08618614761628333
COPB2,0.815947605,0.09,-0.2934515804768314,1.0457574905606752
COPE,0.86296711,0.25,-0.2126225194276413,0.6020599913279624
COPG1,0.931585371,0.36,-0.10224011028862959,0.44369749923271273
COPS3,0.963783671,0.52,-0.053218736605565725,0.28399665636520083
COPS6,0.842660629,0.99,-0.2469763740846575,0.004364805402450088
COPS8,0.815198665,0.78,-0.2947764059933713,0.10790539730951958
COPZ1,1.102275822,0.94,0.14048527403689334,0.026872146400301365
CORO1C,0.720421862,0.46,-0.47308613279861766,0.3372421683184259
CORO6,1.015084985,0.45,0.02160051785915457,0.3467874862246563
"CORO7,CORO7-PAM16",0.778228925,0.97,-0.36173349188506937,0.01322826573375516
CPSF6,0.879519467,0.09,-0.18521258469035662,1.0457574905606752
CPSF7,0.686380994,0.01,-0.5429184899542946,2.0
CRBN,1.323753028,0.43,0.4046339842935986,0.36653154442041347
CRIP2,0.780718915,0.04,-0.35712487165096474,1.3979400086720375
CRYAB,1.015757102,0.36,0.022555451681342674,0.44369749923271273
CRYZ,0.930928303,0.91,-0.10325803439591158,0.040958607678906384
CS,0.969340986,0.37,-0.04492384175869484,0.431798275933005
CSDC2,1.302234927,0.77,0.380989738399269,0.11350927482751812
CSE1L,0.727072105,0.14,-0.459829649081479,0.8538719643217619
CSRP1,0.877618294,0.01,-0.18833449577798178,2.0
CSRP2,0.717724363,0.01,-0.4784982013717693,2.0
CSRP3,0.808682698,0.01,-0.3063543499793249,2.0
CSTB,0.787548131,0.86,-0.34455999839302376,0.06550154875643228
CTIF,0.73211581,0.32,-0.449856215097578,0.494850021680094
CTNNA1,0.858084497,0.16,-0.22080837560000285,0.7958800173440752
CTNND1,0.893785008,0.03,-0.16200024915359926,1.5228787452803376
CTR9,0.87532299,0.69,-0.19211263212615726,0.16115090926274472
CTSD,0.864634925,0.76,-0.20983698302704573,0.11918640771920865
CTTN,0.671692786,0.01,-0.5741265604790657,2.0
CTTNBP2NL,0.805244286,0.01,-0.31250157658285704,2.0
CUL3,0.834264251,0.14,-0.2614236689830054,0.8538719643217619
DAPK3,0.649296483,0.06,-0.6230507000489947,1.2218487496163564
DBR1,0.651672702,0.18,-0.6177805319018529,0.744727494896694
DCLK1,0.906133295,0.09,-0.14220480411858538,1.0457574905606752
DCLK2,0.897721955,0.38,-0.15565941635349698,0.42021640338318983
"DCTN1,DKFZP686E0752",0.96866546,0.64,-0.0459295949146487,0.1938200260161128
DCTN2,1.195986669,0.85,0.25820130870426466,0.07058107428570728
DCTN4,1.132600245,0.45,0.17963874701675372,0.3467874862246563
DDB1,0.841626268,0.02,-0.24874836159515723,1.6989700043360187
DDX1,0.77458245,0.07,-0.36850928082396817,1.154901959985743
DDX17,0.823666996,0.02,-0.279866913210098,1.6989700043360187
DDX19A,1.240790082,0.69,0.31125905964702016,0.16115090926274472
DDX21,0.664781543,0.05,-0.5890477672195588,1.3010299956639813
DDX24,0.643815563,0.12,-0.6352806432790652,0.9208187539523752
DDX3X,0.812535429,0.03,-0.29949737462414905,1.5228787452803376
DDX3Y,1.164319508,0.89,0.2194870113002634,0.05060999335508721
DDX47,0.676701781,0.06,-0.5634079093301488,1.2218487496163564
DDX5,0.899182764,0.11,-0.15331371338774066,0.958607314841775
DDX6,0.747462257,0.01,-0.4199273624176484,2.0
DECR1,0.935058815,0.28,-0.09687098182271997,0.5528419686577808
DES,0.780362199,0.07,-0.3577841998672215,1.154901959985743
DHX15,0.806119603,0.04,-0.3109341893180213,1.3979400086720375
DHX16,0.881663786,0.05,-0.1816994921024266,1.3010299956639813
DHX29,0.77379501,0.03,-0.36997666963617154,1.5228787452803376
DHX38,1.081130872,0.3,0.11254117335674976,0.5228787452803376
DHX57,0.588157211,0.02,-0.7657262642896588,1.6989700043360187
DIP2B,0.826911705,0.03,-0.27419480365182325,1.5228787452803376
DIS3,0.680668824,0.18,-0.5549750619748307,0.744727494896694
DKC1,0.706957953,0.01,-0.5003036829676585,2.0
"DKFZP434B2017,SAR1B",0.937993301,0.65,-0.0923504756100265,0.18708664335714442
"DKFZP564M2223,SRP9",0.691579735,0.04,-0.5320324998275641,1.3979400086720375
"DKFZP779D0968,HSPB7",1.224603264,0.2,0.2923144335011252,0.6989700043360187
DNAJA1,0.920186484,0.95,-0.12000182906713384,0.022276394711152253
DNAJA2,0.930814978,0.27,-0.10343366915434375,0.5686362358410126
DNAJB1,0.694293215,0.03,-0.5263830221578342,1.5228787452803376
DNAJB4,0.792425504,0.02,-0.33565278116399366,1.6989700043360187
DNAJC8,0.87914124,0.11,-0.1858331321597705,0.958607314841775
DNAJC9,0.853976214,0.06,-0.22773220820569873,1.2218487496163564
DNM2,0.829552996,0.06,-0.26959394417746585,1.2218487496163564
DOCK1,1.518237271,0.7,0.6023972735896603,0.1549019599857432
DOCK11,1.603933658,0.79,0.6816144701882304,0.10237290870955855
DOCK6,0.806114579,0.23,-0.31094318069156524,0.638272163982407
DOCK7,0.805168636,0.06,-0.31263711931035576,1.2218487496163564
DPYSL2,1.275930375,0.89,0.3515496062322597,0.05060999335508721
DRG1,0.750421797,0.02,-0.414226361427596,1.6989700043360187
DST,0.95946392,0.62,-0.05969953903029362,0.20760831050174613
DSTN,1.165560692,0.82,0.22102412910659813,0.08618614761628333
DUSP27,1.166216682,0.5,0.2218358648712493,0.3010299956639812
DYNC1H1,0.807292072,0.02,-0.30883737108388204,1.6989700043360187
DYNC1I2,0.755887032,0.01,-0.4037574564084815,2.0
DYNC1LI1,0.753071804,0.01,-0.40914066513499153,2.0
DYNC1LI2,0.48456011,0.01,-1.0452524508779157,2.0
DYNLL1,0.926203769,0.88,-0.11059846707643445,0.05551732784983137
DYNLRB1,0.945524422,0.18,-0.0808133727850271,0.744727494896694
DYNLT1,0.754325026,0.07,-0.40674180433720486,1.154901959985743
DYNLT3,0.881172285,0.52,-0.18250397538403274,0.28399665636520083
ECHDC1,1.136243369,0.25,0.18427187502335982,0.6020599913279624
